0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033448,0.036487,0.097829,0.098132,0.116524,0.119711,0.190811,0.194261,0.212248,0.213409,0.256259,0.283167,0.310256,0.310763,0.327609,0.339682,0.355842,0.361857,0.408409,0.415419,0.418759,0.422796,0.446177,0.477409,0.482765,0.484946,0.499571,0.521468,0.523086,0.530920,0.531037,0.583438,0.619799,0.620282,0.622433,0.629673,0.632751,0.635254,0.636927,0.639980,0.641710,0.668766,0.704278,0.719635,0.733753,0.739700,0.741762,0.748982,0.750749,0.763788,0.766306,0.771920,0.780812,0.795979,0.807305,0.810549,0.811245,0.812248,0.836356,0.840538,0.866725,0.908108
0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.046000,0.048455,0.061532,0.108310,0.109311,0.124932,0.128993,0.196198,0.199331,0.217463,0.218579,0.258686,0.285979,0.313740,0.314409,0.330771,0.341843,0.344691,0.372859,0.411030,0.418962,0.421054,0.425442,0.446080,0.478111,0.483103,0.483652,0.499304,0.523441,0.525406,0.533190,0.533269,0.581964,0.621185,0.621595,0.622857,0.629743,0.634599,0.635331,0.637333,0.638914,0.643654,0.672004,0.701610,0.721553,0.735079,0.741244,0.743259,0.750098,0.750458,0.762529,0.766802,0.773412,0.781304,0.794902,0.807456,0.812712,0.813053,0.813977
0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.068481,0.096312,0.105835,0.134605,0.138498,0.148751,0.153740,0.211083,0.213867,0.232608,0.233469,0.266159,0.294177,0.323980,0.325152,0.330881,0.340183,0.348312,0.386226,0.418818,0.427884,0.431095,0.433340,0.444175,0.478163,0.479909,0.484068,0.500968,0.529216,0.532335,0.539609,0.540051,0.577719,0.623814,0.624102,0.627134,0.629999,0.631338,0.635529,0.640127,0.644789,0.649418,0.679629,0.694956,0.727935,0.736428,0.745874,0.747748,0.748191,0.754865,0.757955,0.768786,0.777873,0.782681,0.791677,0.807948,0.818439,0.819047,0.819144
0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.089732,0.142341,0.153439,0.169991,0.176785,0.183829,0.188036,0.231657,0.236216,0.256325,0.256483,0.279850,0.307159,0.316853,0.340387,0.342468,0.355600,0.358769,0.399527,0.431595,0.438318,0.438466,0.446411,0.453598,0.468132,0.474073,0.485368,0.515754,0.538411,0.543757,0.550194,0.550780,0.571199,0.624109,0.626068,0.627968,0.630564,0.635424,0.637151,0.649284,0.654314,0.658822,0.686460,0.689123,0.735441,0.741806,0.745157,0.746392,0.753574,0.755233,0.762103,0.769329,0.784702,0.785363,0.786301,0.808842,0.827302,0.829020,0.836198
0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.108805,0.183739,0.201858,0.211092,0.218351,0.225308,0.227384,0.253449,0.264612,0.285649,0.286803,0.301707,0.302701,0.323885,0.362107,0.365629,0.371867,0.376600,0.412699,0.438105,0.441495,0.449325,0.464630,0.466553,0.472824,0.480008,0.485994,0.528520,0.550463,0.559475,0.563057,0.564825,0.565122,0.616243,0.628498,0.631547,0.631716,0.633442,0.654729,0.661975,0.667178,0.671703,0.677077,0.699393,0.729159,0.729825,0.741146,0.760014,0.764323,0.765716,0.768141,0.771906,0.778535,0.787107,0.802290,0.802298,0.806547,0.807170,0.810661
0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000028,0.126380,0.217633,0.250268,0.255018,0.256687,0.269245,0.270021,0.279707,0.288474,0.297608,0.319172,0.322266,0.331362,0.341294,0.386168,0.388192,0.394021,0.402707,0.425959,0.443969,0.446782,0.458004,0.473132,0.483051,0.487621,0.494367,0.500011,0.539919,0.553955,0.564270,0.579344,0.582976,0.583348,0.607821,0.623894,0.630658,0.632780,0.640271,0.666870,0.678042,0.678603,0.683121,0.688152,0.709912,0.712680,0.719513,0.736014,0.752315,0.752374,0.757088,0.757169,0.764681,0.767043,0.767514,0.771674,0.772995,0.777305,0.778090,0.779182,0.780892,0.789291,0.794939
0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000015,0.142867,0.244094,0.274330,0.276311,0.297711,0.304365,0.312428,0.316497,0.319354,0.330676,0.355721,0.356705,0.360973,0.366901,0.405934,0.417818,0.424836,0.434390,0.441523,0.448853,0.452079,0.461732,0.478110,0.499253,0.514106,0.519287,0.522781,0.544399,0.550215,0.576904,0.598867,0.603451,0.604822,0.605549,0.627976,0.630530,0.633180,0.649400,0.655016,0.693625,0.697250,0.697965,0.701041,0.702048,0.702215,0.706676,0.707146,0.707567,0.707899,0.718226,0.720177,0.722359,0.725608,0.730030,0.736246,0.751195,0.752571,0.755657,0.764908,0.771923,0.772518,0.781826
0.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.158358,0.260524,0.264320,0.289017,0.341884,0.342187,0.355374,0.357263,0.363768,0.365189,0.386643,0.394542,0.401409,0.406371,0.433306,0.434223,0.439607,0.451233,0.464662,0.471245,0.473350,0.475075,0.487142,0.522896,0.534768,0.543536,0.548255,0.548284,0.559058,0.589177,0.589508,0.626629,0.629025,0.630990,0.631331,0.633322,0.638872,0.643456,0.652138,0.652354,0.657621,0.658350,0.662179,0.666324,0.667152,0.679916,0.680759,0.682163,0.694310,0.707490,0.713061,0.716134,0.717040,0.719337,0.719989,0.723975,0.729409,0.729830,0.731044,0.752613,0.755508,0.758333
0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.172555,0.247433,0.279423,0.297630,0.343304,0.379716,0.403344,0.404648,0.410896,0.412080,0.427898,0.430497,0.431638,0.435453,0.453751,0.456247,0.463320,0.468584,0.474698,0.488557,0.507576,0.509627,0.516957,0.526201,0.548051,0.564826,0.575785,0.576181,0.578966,0.581399,0.601826,0.602168,0.606220,0.607785,0.609428,0.613750,0.618133,0.620712,0.624632,0.626339,0.635748,0.636263,0.651329,0.651690,0.658907,0.660930,0.665243,0.665524,0.673840,0.674641,0.676243,0.676785,0.697652,0.716119,0.717397,0.721486,0.724948,0.728604,0.737921,0.740457,0.744106,0.748684,0.752184,0.754816,0.780088
0.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000023,0.184189,0.236430,0.289531,0.302852,0.340150,0.410494,0.427516,0.438991,0.450600,0.452631,0.454279,0.462265,0.462771,0.472146,0.479785,0.481291,0.495804,0.495852,0.505644,0.519545,0.523070,0.546203,0.548758,0.549366,0.550928,0.552264,0.557368,0.559015,0.559323,0.568528,0.569782,0.576517,0.576776,0.585754,0.592605,0.602715,0.606250,0.607533,0.607672,0.613056,0.615056,0.616404,0.627427,0.629208,0.634409,0.636583,0.655793,0.661418,0.680179,0.684050,0.686205,0.688983,0.689449,0.691683,0.692499,0.702186,0.703219,0.713499,0.740888,0.743972,0.747327,0.751258
